,author,review,rating,date,scores_vader,compound_vader,score_vader,polarity_textblob,subjectivity_textblob,score_textblob,strenth/opportunity,weakness/threats,classified_reviews
212,Yanni Kien,"awful since the update, ever since the update my app has been acting funny skipping through several different songs not playing at had to force close the app I had to clear my cache and cookies Ive had to uninstall the app and I still cant play music cuz its keeps skipping eats and every song but...\nFull Review",Rated 1 stars out of five stars,27-Mar-20,"{'neg': 0.105, 'neu': 0.808, 'pos': 0.087, 'compound': -0.033}",-0.033,Negative,-0.108333333,0.497222222,Negative,,1,3
213,Shareen Thornton,"A wide variety of music and podcasts. Works excellent with Apple products, however it runs very slow on Android. If Apple wishes to include their apps to work with Android based products then it should be made to work just as well as it does with iPhones, iPads, ECT.",Rated 3 stars out of five stars,01-Apr-20,"{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.7506}",0.7506,Positive,0.17,0.64,Positive,0,,0
214,Mallary Frassinelli,i dig this app. i almost never have issues with it except some cover art glitches. the sound quality is fantastic. ill add two stars to my review for the ability to sort by BPM in the app. id also like to see number of songs listed in playlists and genres. i miss knowing how many songs are in a pl...\nFull Review,Rated 3 stars out of five stars,02-Feb-20,"{'neg': 0.067, 'neu': 0.787, 'pos': 0.147, 'compound': 0.6486}",0.6486,Positive,0.2,0.7,Positive,0,,0
215,Efrain Navarreterios,Note 10 plus user. I could have the fastest wifi connection and it still takes so long to buffer music. It doesnt take as long on my mobile data which is weird because I dont have the best connection where I live. It wasnt always like this but with recent updates it acts glitchy. When I am on my ...\nFull Review,Rated 1 stars out of five stars,24-Feb-20,"{'neg': 0.086, 'neu': 0.914, 'pos': 0.0, 'compound': -0.4747}",-0.4747,Negative,0.089393939,0.475,Positive,,0,2
216,Paul Gwajime,"This app constantly give issues. Even after downloading songs for offline play, it most times require me to use my WiFi to play the songs......its annoying bcuz the aim of playing songs offline is killed. The app also use to crash every week but it has now reduce very much.",Rated 2 stars out of five stars,19-Mar-20,"{'neg': 0.161, 'neu': 0.753, 'pos': 0.086, 'compound': -0.4854}",-0.4854,Negative,-0.048,0.398666667,Negative,,0,2
217,Joshua Wachira,"Definitely a lot of things that need to be fixed and improved upon, spotify is still years ahead of yall",Rated 3 stars out of five stars,04-Apr-20,"{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.7003}",0.7003,Positive,0.05,0.35,Positive,0,,0
218,kimkartaeshian,"recently, whenever I create a playlist, it suddenly gets duplicated and no matter what I try, it wont go away :( I tried deleting the duplicate, but that only ended in the original playlist getting deleted too. please fix this/tell me what Im doing wrong. Other than that, its an amazing service! ...\nFull Review",Rated 4 stars out of five stars,15-Feb-20,"{'neg': 0.091, 'neu': 0.662, 'pos': 0.247, 'compound': 0.8379}",0.8379,Positive,-0.03125,0.709375,Negative,0,,0
219,Shawn Hoult,"It doesnt work. An obvious mess. Im not sure if Apple purposefully makes this awful so you will buy an iPhone or if Android chokes it so you will use their apps, but it is hard to believe that this is not on purpose. Unbelievably slow downloads (like aol dialup speeds), deletes songs at random, se...\nFull Review",Rated 1 stars out of five stars,01-Feb-20,"{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.7254}",-0.7254,Negative,-0.35952381,0.572222222,Negative,,1,3
220,ruebyn vanwinkle,"Very good since u started using. But recently I\m not able to play music, when I tap on songs nothing happens. And when I press the play or shuffle buttons on albums or playlists nothing happens. I don\t want to delete the app and all my music to fix the problem. And the now playing bar is no long...\nFull Review",Rated 4 stars out of five stars,31-Jan-20,"{'neg': 0.159, 'neu': 0.763, 'pos': 0.078, 'compound': -0.4941}",-0.4941,Negative,0.22,0.551666667,Positive,,1,3
221,Tony Burns,"This is easily the buggiest major music app on the Play Store, and has been for a long time. Example: if you download a playlist, then look at your downloaded artists, you often wont see the all of the artists featured in the playlist that you have downloaded locally. It also seems to stream music ...\nFull Review",Rated 2 stars out of five stars,19-Feb-20,"{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.5859}",0.5859,Positive,0.111458333,0.433333333,Positive,0,,0
222,Kelsey Green,"Downloaded this to listen to my itunes library from my phone, but I guess I cant even listen to my own purchased music without a paid subscription! What a joke.",Rated 1 stars out of five stars,04-Apr-20,"{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.4753}",0.4753,Positive,0.75,1,Positive,0,,0
223,Cam Car,Not working on my Pixel 2 anymore. Doesnt play the songs just skips to the next song and does the same thing.,Rated 1 stars out of five stars,03-Apr-20,"{'neg': 0.092, 'neu': 0.908, 'pos': 0.0, 'compound': -0.2584}",-0.2584,Negative,0,0.0625,Negative,,1,3
224,Rajiv Widyaratne,"Edit: Worked fine after an update. Hi team, Im unable to download offline songs. It used to work fine, but not anymore. Performed all sorts of troubleshooting. Please provide a fix. Thank you.",Rated 5 stars out of five stars,05-Apr-20,"{'neg': 0.033, 'neu': 0.679, 'pos': 0.289, 'compound': 0.8316}",0.8316,Positive,0.111111111,0.5,Positive,1,,1
225,Sultan Matbouli,"I didnt get high hopes and thought itll be smooth as in the iPhone, but this is horrible. Pictures often disappear, long song titles cant be read, & sometimes it plays the wrong song....... Edit: all these mistakes are gone now. I Love the app right now. Its perfect for me. Thank you apple for m...\nFull Review",Rated 5 stars out of five stars,14-Feb-20,"{'neg': 0.208, 'neu': 0.579, 'pos': 0.213, 'compound': 0.3472}",0.3472,Positive,0.099464286,0.684464286,Positive,0,,0
226,Scott Gibson,It uses too much battery when idle. Is it scraping data? Usability isnt up to what Apple used to be. Library page has an edit link. Going there appears to allow what and the order of what gets listed on the library page. At least thats what i suspect its supposed to do. In practice checking/unche...\nFull Review,Rated 2 stars out of five stars,16-Feb-20,"{'neg': 0.038, 'neu': 0.929, 'pos': 0.033, 'compound': -0.0772}",-0.0772,Negative,-0.05,0.3,Negative,,0,2
227,Estelle Carelse,App very buggy after the update. When I try to play a song or search for something it just keeps loading. Its really annoying because I havent been able to enjoy the app as of late. I really like Apple music and have been using it for almost 2 years but lately Im just so disappointed in how the a...\nFull Review,Rated 3 stars out of five stars,08-Feb-20,"{'neg': 0.117, 'neu': 0.795, 'pos': 0.089, 'compound': -0.5841}",-0.5841,Negative,-0.10625,0.559375,Negative,,0,2
228,Elisa Husovschi,"Absolutely terrible, the For you section won\t load, and it won\t do so even after reinstalling the app. I\ve had issues with getting the student discount, and after I finally managed to obtain the email confirmation the app froze. Afterwards, while being logged in, the app did not recognise my st...\nFull Review",Rated 1 stars out of five stars,08-Feb-20,"{'neg': 0.064, 'neu': 0.936, 'pos': 0.0, 'compound': -0.5256}",-0.5256,Negative,-0.5,1,Negative,,1,3
229,Fredrick Rai,"The recent update has fixed a lot of bugs. The album art glitch is nowhere to be seen. The app feels real good now. Apple music is now the best music streaming app even on Android. I\d recommend this app over other music apps because of its sound quality, For You playlists, their own playlists (up...\nFull Review",Rated 4 stars out of five stars,13-Feb-20,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.8625}",0.8625,Positive,0.425,0.489285714,Positive,0,,0
230,Gophins134,"Please fix the music skipping every few minutes regardless if WIFI or Data. This has been going on for months. Otherwise this could be the best Android music app hands down. Im using a Pixel 3 xl running Android 10 and 02/20 update. Please fix this ongoing issue Apple. FYI, I have emailed Apple sup...\nFull Review",Rated 1 stars out of five stars,16-Feb-20,"{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.8842}",0.8842,Positive,0.214814815,0.22962963,Positive,1,,1
231,Mike Yu,"Nothing really wrong with this app. Useful if you have lots of iTunes purchases from back in the day, just switched to Android from iPhone with an existing subscription, or want to find music unavailable on other services because Apple Music does have a lot. Great OLED-friendly dark mode (better tha...\nFull Review",Rated 4 stars out of five stars,26-Feb-20,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.8771}",0.8771,Positive,0.117857143,0.417857143,Positive,0,,0
232,Hannah Shinzo Winstanley,"Ever since the latest update Ive noticed many bugs with the app on my android. Firstly, the time it takes to download is much longer then before, also some songs arent even downloading. One album downloaded as a previously owned album already owned. Another bug are the album cover images changing,...\nFull Review",Rated 2 stars out of five stars,02-Mar-20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Negative,0.256666667,0.42,Positive,,0,2
233,Paul R. Hanson,"It works well. But the new Come Together Collection doesnt work for me, for some reason. Everytime I click on it, it force closes the app. My phone is up to date, Ive deleted and redownloaded, Ive signed out and back in, and nothing has helped it.",Rated 2 stars out of five stars,01-Apr-20,"{'neg': 0.0, 'neu': 0.955, 'pos': 0.045, 'compound': 0.2732}",0.2732,Positive,0.068181818,0.227272727,Positive,0,,0
234,sadashiva reddy,Having trouble downloading songs.. downloads dont show up.. issues with library being updated.. please fix the bugs!,Rated 2 stars out of five stars,08-Apr-20,"{'neg': 0.147, 'neu': 0.739, 'pos': 0.113, 'compound': -0.1759}",-0.1759,Negative,-0.25,0.2,Negative,,0,2
235,my list,"Loving the fact that you now know if you have duplicated a song in your play list, thats great! Still got a + sign with some songs? Aa many times as they are readded they still sit there with the + sign afterwards... I agree with others that it is a little annoying when clearing the up next list th...\nFull Review",Rated 4 stars out of five stars,18-Feb-20,"{'neg': 0.037, 'neu': 0.762, 'pos': 0.201, 'compound': 0.8953}",0.8953,Positive,0.185416667,0.6,Positive,0,,0
236,Rebecca Foster,"Is there no repeat button on Android? While it plays music well and I like the lyrics feature, it seems that a lot of critical features are missing. Swiping up like they say to do on iOS does nothing. I\m a listens to a single song on repeat for five days straight type of gal so I think I\ll be he...\nFull Review",Rated 3 stars out of five stars,17-Feb-20,"{'neg': 0.1, 'neu': 0.735, 'pos': 0.165, 'compound': 0.5106}",0.5106,Positive,-0.017857143,0.366071429,Negative,0,,0
237,A Google user,Some album covers are damaged/in low resolution after the song is downloaded; please add option to remove a song from a playlist; working poorly when the network connection is weak (but working fine when theres no connection); album artworks of songs that I uploaded in my iCloud library (downloaded...\nFull Review,Rated 1 stars out of five stars,05-Mar-20,"{'neg': 0.135, 'neu': 0.788, 'pos': 0.077, 'compound': -0.4767}",-0.4767,Negative,-0.089583333,0.50625,Negative,,0,2
238,Miguel Guthridge,"This app, although functional, is flooded with bugs. Editing the up-next is janky and the scroll bar frequently breaks when scrolling through downloaded songs. Dont even get me started about the mess that is using Chromecast with Apple Music. These sorts of bugs should be fixed within days of major...\nFull Review",Rated 3 stars out of five stars,02-Feb-20,"{'neg': 0.048, 'neu': 0.952, 'pos': 0.0, 'compound': -0.3612}",-0.3612,Negative,0.008333333,0.225,Positive,,0,2
239,ITpro Brian,"Please bring back continuous playback to Android OS. iOS, iPad OS, and macOS all have continuous playback for Apple Music App. Android OS did have this feature in previous builds but for some reason it was removed. Im an IT professional that mainly uses the Apple ecosystem however it would be very ...\nFull Review",Rated 4 stars out of five stars,29-Mar-20,"{'neg': 0.0, 'neu': 0.97, 'pos': 0.03, 'compound': 0.1655}",0.1655,Positive,0.06,0.18,Positive,1,,1
240,Phil Mann,With GPMs lack of support and Spotifys mountain of bugs I was in need of a new app. I wasnt sold on this service when I last used it 2 years ago. Now I see it has many features I get with Google Play Music like the ability to edit songs details like genre and album art through itunes and the abi...\nFull Review,Rated 5 stars out of five stars,02-Feb-20,"{'neg': 0.036, 'neu': 0.773, 'pos': 0.192, 'compound': 0.8442}",0.8442,Positive,0.212121212,0.34040404,Positive,0,,0
241,funnychimpDOTcom,The UI is awful and the audio quality is even worse than Spotifys. I love the ability to easily transfer music and the artist pages are much better than the competitions at the very least. If there was a dark mode and higher quality I might even prefer it over Spotify but it seems like Apple is det...\nFull Review,Rated 1 stars out of five stars,13-Feb-20,"{'neg': 0.063, 'neu': 0.763, 'pos': 0.174, 'compound': 0.7269}",0.7269,Positive,-0.032083333,0.619166667,Negative,1,,1
242,Michan 123,"I do love this music apps. But recently I can not play songs continously from the same artist when coming to browse them on the top songs list. Other artists top songs list can be played continuously to the next track, but other artist can not. It worked just fine in the past, but now it is not. So...\nFull Review",Rated 3 stars out of five stars,21-Feb-20,"{'neg': 0.024, 'neu': 0.828, 'pos': 0.148, 'compound': 0.6987}",0.6987,Positive,0.141666667,0.3475,Positive,1,,1
243,patrick okooboh,"Terrible!!! Whenever I click on a song, it plays another song entirely different from the one I clicked. Its crazy. This should be fixed in the next update. I cant continue to live like this. Id rather use other music player",Rated 1 stars out of five stars,30-Mar-20,"{'neg': 0.145, 'neu': 0.752, 'pos': 0.103, 'compound': -0.4359}",-0.4359,Negative,-0.212662338,0.510714286,Negative,,1,3
244,J ames,"Apple Music isnt iTunes but its still the best music app available for our non iOS device. The reasons for this are plenty but for the moment lets just highlight the massive catalog of material that is available to subscribers. Everything ever released by almost every musician, performer, band, g...\nFull Review",Rated 5 stars out of five stars,04-Feb-20,"{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.872}",0.872,Positive,0.45,0.525,Positive,0,,0
245,Courtney Briggs,I like the app but after its update lately its been acting weird. If you remove a song then it brings you all the way to the top. Also it started shutting down and opening back up or not wanting to let me use other apps like Facebook while its active. If these could be fixed that would be greatly...\nFull Review,Rated 3 stars out of five stars,05-Feb-20,"{'neg': 0.031, 'neu': 0.808, 'pos': 0.161, 'compound': 0.8271}",0.8271,Positive,-0.068209877,0.395987654,Negative,1,,1
246,Colin Horton,"Having used all the other music apps without naming them ...Apple music app is far from the rest . A really good music app best i have used . Adds to your library instant songs , Even lets you see the lyrics of the songs . Very well thought out and runs 100 per cent nice on my samsung . Well done ap...\nFull Review",Rated 5 stars out of five stars,06-Feb-20,"{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.9285}",0.9285,Positive,0.353571429,0.605952381,Positive,0,,0
247,Nikita Popov,"It\s getting worse with each update. UI becomes better, but UX goes to hell. Have you ever tried to use your widget? Why song starts again each time I pause it and then press play again? Why I can\t open downloaded album when internet is turned off (I know I can longpress its cover and then press ...\nFull Review",Rated 2 stars out of five stars,09-Feb-20,"{'neg': 0.134, 'neu': 0.79, 'pos': 0.077, 'compound': -0.6966}",-0.6966,Negative,0.033333333,0.533333333,Positive,,0,2
248,Andrey Lezov,"IMO, just a big music library (its great) with music player. But not a modern, music recommendation service. 3 type of mix: New, Favourite, Chill, that updated ONCE a week. And pure recommendation based on genre, artist, songs, albums. Really, it sucks. In 90% situations I used it only for artist /...\nFull Review",Rated 1 stars out of five stars,12-Feb-20,"{'neg': 0.056, 'neu': 0.944, 'pos': 0.0, 'compound': -0.4173}",-0.4173,Negative,0.107235622,0.486363636,Positive,,0,2
249,Cody Guevara,"After update: When searching a band (to stream) it shows the top songs, when I select See All to play all of their music....it only plays the song I selected, no option to skip track, shuffle, or anything. And when the song is done it just replays it without resetting the timer. Was on the phone wit...\nFull Review",Rated 2 stars out of five stars,11-Feb-20,"{'neg': 0.037, 'neu': 0.859, 'pos': 0.104, 'compound': 0.4588}",0.4588,Positive,0.25,0.75,Positive,0,,0
250,mustang19898,"Questionable subscription plan. I mainly got this so I could listen to my songs, that Ive ALREADY BOUGHT on iTunes, on my phone. But I have to pay monthly to listen to songs I already bought? I dont like it. I understand the subscription for streaming music or downloading or something. But I just ...\nFull Review",Rated 2 stars out of five stars,14-Feb-20,"{'neg': 0.11, 'neu': 0.89, 'pos': 0.0, 'compound': -0.5733}",-0.5733,Negative,-0.166666667,0.666666667,Negative,,1,3
251,Eric Stewart,This app has come a long way from its humble beginnings. The addition of dark mode has been a godsend. The main feature missing keeping Apple Music from completely overtaking Spotify (imo) is gapless playback. Its pretty ridiculous to not have this in 2020. Please add this to Android and you will h...\nFull Review,Rated 3 stars out of five stars,29-Feb-20,"{'neg': 0.077, 'neu': 0.77, 'pos': 0.152, 'compound': 0.6808}",0.6808,Positive,-0.052083333,0.497916667,Negative,1,,1
252,Gaurav Dhiwar,App is good but somemetimes songs get skipped automatically even though they are downloaded. Please fix this! Please make Shuffle and Repeat buttons more prominent. It will be great if they are appearing on the front of the player. Otherwise app is working good. Thank you.,Rated 4 stars out of five stars,16-Mar-20,"{'neg': 0.0, 'neu': 0.616, 'pos': 0.384, 'compound': 0.9758}",0.9758,Positive,0.675,0.69,Positive,0,,0
253,Terence Scarborough,Very pleased with paying one low set amount for unlimited song downloads in stead of outrageous prices per each song. It really has saved me thousands of dollars per month. No issues at all with any part of the app. Definitely pleased with the changes made by apple/iTunes.,Rated 4 stars out of five stars,19-Mar-20,"{'neg': 0.121, 'neu': 0.678, 'pos': 0.201, 'compound': 0.7063}",0.7063,Positive,0.07,0.7,Positive,0,,0
254,Siddhant Tiwari,"Has Everthing you can ask a music app to do. With the Apple Music subscription, its one of the best music player. It syncs effortlessly with my Macbook, and other Apple devices. In short I Love it!! Thank You Apple for launching Apple Services like Music to Android. Looking forward for TV and others...\nFull Review",Rated 5 stars out of five stars,31-Mar-20,"{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.9323}",0.9323,Positive,0.4140625,0.39375,Positive,0,,0
255,Avi,Actually Apple music freezes in between all the time. Please it needs some UI optimization.,Rated 4 stars out of five stars,06-Apr-20,"{'neg': 0.061, 'neu': 0.667, 'pos': 0.272, 'compound': 0.5859}",0.5859,Positive,0,0.1,Negative,1,,1
256,J Du,Home computer tries to make me upgrade saying another device is playing when all my other devices are off. There is also no way to edit a playlist/remove songs from a playlist in the mobile app. Removing a song from your library does not change the playlist. Please consider those who use a playlis...\nFull Review,Rated 2 stars out of five stars,27-Feb-20,"{'neg': 0.041, 'neu': 0.884, 'pos': 0.076, 'compound': 0.2263}",0.2263,Positive,-0.1125,0.3875,Negative,1,,1
257,killerjhul,Id give this app a 5 stars but I cant. There are so many regional restrictions with music purchases/streaming that other service do not adhere to or have simply acquired the licenses required to share/stream/broadcast music. Thats beef #1. Beef #2 is that the lyrics to songs are often wrong by a ...\nFull Review,Rated 3 stars out of five stars,09-Mar-20,"{'neg': 0.078, 'neu': 0.922, 'pos': 0.0, 'compound': -0.631}",-0.631,Negative,-0.03125,0.533035714,Negative,,0,2
258,Victor Popa,"By far the best music app, easy to use and... THE ONLY ONE that allows you to delete a song from the entire library instead of going into each playlist (in case you have added a song to a few) which saves me from having doubles of same songs (from Ep, and different versions of an album).",Rated 5 stars out of five stars,30-Mar-20,"{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.7964}",0.7964,Positive,0.166666667,0.572916667,Positive,0,,0
259,Cindy Lui,"I switched my phone from iPhone to Samsung so I downloaded this app on Android, but the layout is not as neat as the ios one. And when I tryna browse the songs from the list, it is arranged in alphabetical order, but for the Chinese words it just sucks and the app is not able to change the language.",Rated 3 stars out of five stars,31-Mar-20,"{'neg': 0.105, 'neu': 0.895, 'pos': 0.0, 'compound': -0.7558}",-0.7558,Negative,-0.183333333,0.308333333,Negative,,0,2
260,jalex bakarth,App crashes every time I try to edit a playlist. Cant get music from iTunes onto Apple Music and a lot of it is not available in your province or country even though I own it on CD and have it in my library. Almost worth switching to Spotify if I didnt have such an expansive iTunes list and no a...\nFull Review,Rated 1 stars out of five stars,13-Feb-20,"{'neg': 0.037, 'neu': 0.935, 'pos': 0.027, 'compound': -0.1513}",-0.1513,Negative,0.175,0.5,Positive,,1,3
